Date,Utilization of Refinery in %,Production,Demand,Contract 1 FP,Global Sale (in millions),Last Day's Price,Price
8/21/2019,95.48,4413.344471,4210.709059,55.68,2.931207662,56.34000015,55.68000031
8/22/2019,95.34,4412.084745,4209.195843,55.35,2.933875939,55.68000031,55.34999847
8/23/2019,95.2,4410.82502,4207.682627,54.17,2.936544217,55.34999847,54.16999817
8/26/2019,95.12,4409.565294,4206.169412,53.64,2.939212494,54.16999817,53.63999939
8/27/2019,95.04,4408.305569,4204.656196,54.93,2.941880772,53.63999939,54.93000031
8/28/2019,94.96,4407.045843,4203.14298,55.78,2.944549049,54.93000031,55.77999878
8/29/2019,94.88,4405.786118,4201.629765,56.71,2.947217326,55.77999878,56.70999908
8/30/2019,94.8,4404.526392,4200.116549,55.1,2.949885604,56.70999908,55.09999847
9/3/2019,94.875,4403.266667,4198.603333,53.94,2.952553881,55.09999847,53.93999863
9/4/2019,94.95,4402.006941,4197.090118,56.26,2.955222159,53.93999863,56.25999832
9/5/2019,95.025,4400.747216,4195.576902,56.3,2.957890436,56.25999832,56.29999924
9/6/2019,95.1,4399.48749,4194.063686,56.52,2.960558714,56.29999924,56.52000046
9/9/2019,94.32,4398.227765,4192.550471,57.85,2.963226991,56.52000046,57.84999847
9/10/2019,93.54,4396.968039,4191.037255,57.4,2.965895269,57.84999847,57.40000153
9/11/2019,92.76,4395.708314,4189.524039,55.75,2.968563546,57.40000153,55.75
9/12/2019,91.98,4394.448588,4188.010824,55.09,2.971231824,55.75,55.09000015
9/13/2019,91.2,4393.188863,4186.497608,54.85,2.973900101,55.09000015,54.84999847
9/16/2019,90.92,4391.929137,4184.984392,62.9,2.976568378,54.84999847,62.90000153
9/17/2019,90.64,4390.669412,4183.471176,59.34,2.979236656,62.90000153,59.34000015
9/18/2019,90.36,4389.409686,4181.957961,58.11,2.981904933,59.34000015,58.11000061
9/19/2019,90.08,4388.149961,4180.444745,58.13,2.984573211,58.11000061,58.13000107
9/20/2019,89.8,4386.890235,4178.931529,58.09,2.987241488,58.13000107,58.09000015
9/23/2019,89.12,4385.63051,4177.418314,58.64,2.989909766,58.09000015,58.63999939
9/24/2019,88.44,4384.370784,4175.905098,57.29,2.992578043,58.63999939,57.29000092
9/25/2019,87.76,4383.111059,4174.391882,56.49,2.995246321,57.29000092,56.49000168
9/26/2019,87.08,4381.851333,4172.878667,56.41,2.997914598,56.49000168,56.40999985
9/27/2019,86.4,4380.591608,4171.365451,55.91,3.000582876,56.40999985,55.90999985
9/30/2019,86.26,4379.331882,4169.852235,54.07,3.003251153,55.90999985,54.06999969
10/1/2019,86.12,4378.072157,4168.33902,53.62,3.00591943,54.06999969,53.61999893
10/2/2019,85.98,4376.812431,4166.825804,52.64,3.008587708,53.61999893,52.63999939
10/3/2019,85.84,4375.552706,4165.312588,52.45,3.011255985,52.63999939,52.45000076
10/4/2019,85.7,4374.29298,4163.799373,52.81,3.013924263,52.45000076,52.81000137
10/7/2019,85.18,4373.033255,4162.286157,52.75,3.01659254,52.81000137,52.75
10/8/2019,84.66,4371.773529,4160.772941,52.63,3.019260818,52.75,52.63000107
10/9/2019,84.14,4370.513804,4159.259725,52.59,3.021929095,52.63000107,52.59000015
10/10/2019,83.62,4369.254078,4157.74651,53.55,3.024597373,52.59000015,53.54999924
10/11/2019,83.1,4367.994353,4156.233294,54.7,3.02726565,53.54999924,54.70000076
10/14/2019,83.52,4366.734627,4154.720078,53.59,3.029933928,54.70000076,53.59000015
10/15/2019,83.94,4365.474902,4153.206863,52.81,3.032602205,53.59000015,52.81000137
10/16/2019,84.36,4364.215176,4151.693647,53.36,3.035270482,52.81000137,53.36000061
10/17/2019,84.78,4362.955451,4150.180431,53.93,3.03793876,53.36000061,53.93000031
10/18/2019,85.2,4361.695725,4148.667216,53.78,3.040607037,53.93000031,53.77999878
10/21/2019,85.7,4360.436,4147.154,53.31,3.043275315,53.77999878,53.31000137
10/22/2019,86.2,4359.176275,4145.640784,54.16,3.045943592,53.31000137,54.15999985
10/23/2019,86.7,4357.916549,4144.127569,55.97,3.04861187,54.15999985,55.97000122
10/24/2019,87.2,4356.656824,4142.614353,56.23,3.051280147,55.97000122,56.22999954
10/25/2019,87.7,4355.397098,4141.101137,56.66,3.053948425,56.22999954,56.65999985
10/28/2019,87.36,4354.137373,4139.587922,55.81,3.056616702,56.65999985,55.81000137
10/29/2019,87.02,4352.877647,4138.074706,55.54,3.05928498,55.81000137,55.54000092
10/30/2019,86.68,4351.617922,4136.56149,55.06,3.061953257,55.54000092,55.06000137
10/31/2019,86.34,4350.358196,4135.048275,54.18,3.064621534,55.06000137,54.18000031
11/1/2019,86,4349.098471,4133.535059,56.2,3.067289812,54.18000031,56.20000076
11/4/2019,86.36,4347.838745,4132.021843,56.54,3.069958089,56.20000076,56.54000092
11/5/2019,86.72,4346.57902,4130.508627,57.23,3.072626367,56.54000092,57.22999954
11/6/2019,87.08,4345.319294,4128.995412,56.35,3.075294644,57.22999954,56.34999847
11/7/2019,87.44,4344.059569,4127.482196,57.15,3.077962922,56.34999847,57.15000153
11/8/2019,87.8,4342.799843,4125.96898,57.24,3.080631199,57.15000153,57.24000168
11/11/2019,88.14,4341.540118,4124.455765,57.02,3.083299477,57.24000168,56.86000061
11/12/2019,88.48,4340.280392,4122.942549,56.8,3.085967754,56.86000061,56.79999924
11/13/2019,88.82,4339.020667,4121.429333,57.12,3.088636032,56.79999924,57.11999893
11/14/2019,89.16,4337.760941,4119.916118,56.77,3.091304309,57.11999893,56.77000046
11/15/2019,89.5,4336.501216,4118.402902,57.72,3.093972586,56.77000046,57.72000122
11/18/2019,89.46,4335.24149,4116.889686,57.05,3.096640864,57.72000122,57.04999924
11/19/2019,89.42,4333.981765,4115.376471,55.21,3.099309141,57.04999924,55.20999908
11/20/2019,89.38,4332.722039,4113.863255,57.11,3.101977419,55.20999908,57.11000061
11/21/2019,89.34,4331.462314,4112.350039,58.58,3.104645696,57.11000061,58.58000183
11/22/2019,89.3,4330.202588,4110.836824,57.77,3.107313974,58.58000183,57.77000046
11/25/2019,89.82,4328.942863,4109.323608,58.01,3.109982251,57.77000046,58.00999832
11/26/2019,90.34,4327.683137,4107.810392,58.41,3.112650529,58.00999832,58.40999985
11/27/2019,90.86,4326.423412,4106.297176,58.11,3.115318806,58.40999985,58.11000061
11/28/2019,91.38,4325.163686,4104.783961,58.11,3.117987084,58.26000023,56.63999939
11/29/2019,91.9,4323.903961,4103.270745,55.17,3.120655361,58.11000061,55.16999817
12/2/2019,91.64,4322.644235,4101.757529,55.96,3.123323638,55.16999817,55.95999908
12/3/2019,91.38,4321.38451,4100.244314,56.1,3.125991916,55.95999908,56.09999847
12/4/2019,91.12,4320.124784,4098.731098,58.43,3.128660193,56.09999847,58.43000031
12/5/2019,90.86,4318.865059,4097.217882,58.43,3.131328471,58.43000031,58.43000031
12/6/2019,90.6,4317.605333,4095.704667,59.2,3.133996748,58.43000031,59.20000076
12/9/2019,90.6,4316.345608,4094.191451,59.02,3.136665026,59.20000076,59.02000046
12/10/2019,90.6,4315.085882,4092.678235,59.24,3.139333303,59.02000046,59.24000168
12/11/2019,90.6,4313.826157,4091.16502,58.76,3.142001581,59.24000168,58.75999832
12/12/2019,90.6,4312.566431,4089.651804,59.18,3.144669858,58.75999832,59.18000031
12/13/2019,90.6,4311.306706,4088.138588,60.07,3.147338136,59.18000031,60.06999969
12/16/2019,91.14,4310.04698,4086.625373,60.21,3.150006413,60.06999969,60.20999908
12/17/2019,91.68,4308.787255,4085.112157,60.94,3.15267469,60.20999908,60.93999863
12/18/2019,92.22,4307.527529,4083.598941,60.93,3.155342968,60.93999863,60.93000031
12/19/2019,92.76,4306.267804,4082.085725,61.22,3.158011245,60.93000031,61.22000122
12/20/2019,93.3,4305.008078,4080.57251,60.44,3.160679523,61.22000122,60.43999863
12/23/2019,93.6,4303.748353,4079.059294,60.52,3.1633478,60.43999863,60.52000046
12/24/2019,93.9,4302.488627,4077.546078,61.11,3.166016078,60.52000046,61.11000061
12/26/2019,94.2,4301.228902,4076.032863,61.68,3.168684355,61.11000061,61.68000031
12/27/2019,94.5,4299.969176,4074.519647,61.72,3.171352633,61.68000031,61.72000122
12/30/2019,94.2,4298.709451,4073.006431,61.68,3.17402091,61.72000122,61.68000031
12/31/2019,93.9,4297.449725,4071.493216,61.06,3.176689188,61.68000031,61.06000137
1/1/2020,93.6,4296.19,4069.98,61.12,3.179357465,61.37000084,61.12000084
1/2/2020,93.3,4296.826719,4070.715316,61.18,3.188776308,61.06000137,61.18000031
1/3/2020,93,4297.463439,4071.450632,63.05,3.19819515,61.18000031,63.04999924
1/6/2020,92.84,4298.100158,4072.185949,63.27,3.207613993,63.04999924,63.27000046
1/7/2020,92.68,4298.736877,4072.921265,62.7,3.217032835,63.27000046,62.70000076
1/8/2020,92.52,4299.373597,4073.656581,59.61,3.226451678,62.70000076,59.61000061
1/9/2020,92.36,4300.010316,4074.391897,59.56,3.23587052,59.61000061,59.56000137
1/10/2020,92.2,4300.647036,4075.127213,59.04,3.245289363,59.56000137,59.04000092
1/13/2020,91.86,4301.283755,4075.86253,58.08,3.254708205,59.04000092,58.08000183
1/14/2020,91.52,4301.920474,4076.597846,58.23,3.264127048,58.08000183,58.22999954
1/15/2020,91.18,4302.557194,4077.333162,57.81,3.27354589,58.22999954,57.81000137
1/16/2020,90.84,4303.193913,4078.068478,58.52,3.282964733,57.81000137,58.52000046
1/17/2020,90.5,4303.830632,4078.803794,58.54,3.292383576,58.52000046,58.54000092
1/21/2020,89.675,4304.467352,4079.539111,58.34,3.301802418,58.54000092,58.34000015
1/22/2020,88.85,4305.104071,4080.274427,56.74,3.311221261,58.34000015,56.74000168
1/23/2020,88.025,4305.740791,4081.009743,55.59,3.320640103,56.74000168,55.59000015
1/24/2020,87.2,4306.37751,4081.745059,54.19,3.330058946,55.59000015,54.18999863
1/27/2020,87.24,4307.014229,4082.480375,53.14,3.339477788,54.18999863,53.13999939
1/28/2020,87.28,4307.650949,4083.215692,53.48,3.348896631,53.13999939,53.47999954
1/29/2020,87.32,4308.287668,4083.951008,53.33,3.358315473,53.47999954,53.33000183
1/30/2020,87.36,4308.924387,4084.686324,52.14,3.367734316,53.33000183,52.13999939
1/31/2020,87.4,4309.561107,4085.42164,51.56,3.377153159,52.13999939,51.56000137
2/3/2020,87.52,4310.197826,4086.156957,50.11,3.386572001,51.56000137,50.11000061
2/4/2020,87.64,4310.834545,4086.892273,49.61,3.395990844,50.11000061,49.61000061
2/5/2020,87.76,4311.471265,4087.627589,50.75,3.405409686,49.61000061,50.75
2/6/2020,87.88,4312.107984,4088.362905,50.95,3.414828529,50.75,50.95000076
2/7/2020,88,4312.744704,4089.098221,50.32,3.424247371,50.95000076,50.31999969
2/10/2020,88.28,4313.381423,4089.833538,49.57,3.433666214,50.31999969,49.56999969
2/11/2020,88.56,4314.018142,4090.568854,49.94,3.443085056,49.56999969,49.93999863
2/12/2020,88.84,4314.654862,4091.30417,51.17,3.452503899,49.93999863,51.16999817
2/13/2020,89.12,4315.291581,4092.039486,51.42,3.461922741,51.16999817,51.41999817
2/14/2020,89.4,4315.9283,4092.774802,52.05,3.471341584,51.41999817,52.04999924
2/18/2020,89.025,4316.56502,4093.510119,52.05,3.480760427,52.04999924,52.04999924
2/19/2020,88.65,4317.201739,4094.245435,53.29,3.490179269,52.04999924,53.29000092
2/20/2020,88.275,4317.838458,4094.980751,53.78,3.499598112,53.29000092,53.77999878
2/21/2020,87.9,4318.475178,4095.716067,53.38,3.509016954,53.77999878,53.38000107
2/24/2020,87.7,4319.111897,4096.451383,51.43,3.518435797,53.38000107,51.43000031
2/25/2020,87.5,4319.748617,4097.1867,49.9,3.527854639,51.43000031,49.90000153
2/26/2020,87.3,4320.385336,4097.922016,48.73,3.537273482,49.90000153,48.72999954
2/27/2020,87.1,4321.022055,4098.657332,47.09,3.546692324,48.72999954,47.09000015
2/28/2020,86.9,4321.658775,4099.392648,44.76,3.556111167,47.09000015,44.75999832
3/2/2020,86.8,4322.295494,4100.127964,46.75,3.565530009,44.75999832,46.75
3/3/2020,86.7,4322.932213,4100.863281,47.18,3.574948852,46.75,47.18000031
3/4/2020,86.6,4323.568933,4101.598597,46.78,3.584367695,47.18000031,46.77999878
3/5/2020,86.5,4324.205652,4102.333913,45.9,3.593786537,46.77999878,45.90000153
3/6/2020,86.4,4324.842372,4103.069229,41.28,3.60320538,45.90000153,41.27999878
3/9/2020,86.4,4325.479091,4103.804545,31.13,3.612624222,41.27999878,31.12999916
3/10/2020,77.98,4380.873676,4167.777055,39.62,4.432063524,40.90000153,39.61999893
3/11/2020,78.1,4381.510395,4168.512372,40.55,4.441482367,39.61999893,40.54999924
3/12/2020,78.06,4382.147115,4169.247688,40.1,4.450901209,40.54999924,40.09999847
3/13/2020,78.02,4382.783834,4169.983004,40.29,4.460320052,40.09999847,40.29000092
3/16/2020,77.98,4383.420553,4170.71832,41.2,4.469738894,40.29000092,41.20000076
3/17/2020,77.94,4384.057273,4171.453636,40.75,4.479157737,41.20000076,40.75
3/18/2020,77.9,4384.693992,4172.188953,40.59,4.488576579,40.75,40.59000015
3/19/2020,78.22,4385.330711,4172.924269,40.81,4.497995422,40.59000015,40.81000137
3/20/2020,78.54,4385.967431,4173.659585,41.96,4.507414264,40.81000137,41.95999908
3/23/2020,78.86,4386.60415,4174.394901,41.9,4.516833107,41.95999908,41.90000153
3/24/2020,79.18,4387.24087,4175.130217,41.07,4.526251949,41.90000153,41.06999969
3/25/2020,79.5,4387.877589,4175.865534,41.29,4.535670792,41.06999969,41.29000092
3/26/2020,79.52,4388.514308,4176.60085,41.6,4.545089635,41.29000092,41.59999847
3/27/2020,79.54,4389.151028,4177.336166,41.04,4.554508477,41.59999847,41.04000092
3/30/2020,79.56,4389.787747,4178.071482,41.27,4.56392732,41.04000092,41.27000046
3/31/2020,79.58,4390.424466,4178.806798,39.92,4.573346162,41.27000046,39.91999817
4/1/2020,79.6,4391.061186,4179.542115,40.27,4.582765005,39.91999817,40.27000046
4/2/2020,79.88,4391.697905,4180.277431,41.01,4.592183847,40.27000046,41.00999832
4/3/2020,80.16,4392.334625,4181.012747,41.7,4.60160269,41.00999832,41.70000076
4/6/2020,80.44,4392.971344,4181.748063,42.19,4.611021532,41.70000076,42.18999863
4/7/2020,80.72,4393.608063,4182.483379,41.95,4.620440375,42.18999863,41.95000076
4/8/2020,81,4394.244783,4183.218696,41.22,4.629859217,41.95000076,41.22000122
4/9/2020,80.98,4394.881502,4183.954012,41.94,4.63927806,41.22000122,41.93999863
4/10/2020,80.96,4395.518221,4184.689328,41.61,4.648696903,41.93999863,41.61000061
4/13/2020,80.94,4396.154941,4185.424644,42.67,4.658115745,41.61000061,42.66999817
4/14/2020,80.92,4396.79166,4186.15996,42.24,4.667534588,42.66999817,42.24000168
4/15/2020,80.9,4397.428379,4186.895277,42.01,4.67695343,42.24000168,42.00999832
4/16/2020,81.12,4398.065099,4187.630593,42.89,4.686372273,42.00999832,42.88999939
4/17/2020,81.34,4398.701818,4188.365909,42.89,4.695791115,42.88999939,42.88999939
4/20/2020,81.56,4399.338538,4189.101225,42.93,4.705209958,42.88999939,42.93000031
4/21/2020,81.78,4399.975257,4189.836542,42.58,4.7146288,42.93000031,42.58000183
4/22/2020,82,4400.611976,4190.571858,42.34,4.724047643,42.58000183,42.34000015
4/23/2020,80.94,4401.248696,4191.307174,42.62,4.733466486,42.34000015,42.61999893
4/24/2020,79.88,4401.885415,4192.04249,43.35,4.742885328,42.61999893,43.34999847
4/27/2020,78.82,4402.522134,4192.777806,43.39,4.752304171,43.34999847,43.38999939
4/28/2020,77.76,4403.158854,4193.513123,43.04,4.761723013,43.38999939,43.04000092
4/29/2020,76.7,4403.795573,4194.248439,42.97,4.771141856,43.04000092,42.97000122
4/30/2020,75.72,4404.432292,4194.983755,42.61,4.780560698,42.97000122,42.61000061
5/1/2020,74.74,4405.069012,4195.719071,42.76,4.789979541,42.61000061,42.75999832
5/4/2020,73.76,4405.705731,4196.454387,41.51,4.799398383,42.75999832,41.50999832
5/5/2020,72.78,4406.342451,4197.189704,41.37,4.808817226,41.50999832,41.36999893
5/6/2020,71.8,4406.97917,4197.92502,39.77,4.818236068,41.36999893,39.77000046
5/7/2020,72.8,4407.615889,4198.660336,36.76,4.827654911,39.77000046,36.75999832
5/8/2020,73.8,4408.252609,4199.395652,38.05,4.837073754,36.75999832,38.04999924
5/11/2020,74.8,4408.889328,4200.130968,37.3,4.846492596,38.04999924,37.29999924
5/12/2020,75.8,4409.526047,4200.866285,37.33,4.855911439,37.29999924,37.33000183
5/13/2020,75.6,4410.162767,4201.601601,37.26,4.865330281,37.33000183,37.25999832
5/14/2020,75.4,4410.799486,4202.336917,38.28,4.874749124,37.25999832,38.27999878
5/15/2020,75.2,4411.436206,4203.072233,40.16,4.884167966,38.27999878,40.15999985
5/18/2020,75,4412.072925,4203.807549,40.97,4.893586809,40.15999985,40.97000122
5/19/2020,74.8,4412.709644,4204.542866,41.11,4.903005651,40.97000122,41.11000061
5/20/2020,75,4413.346364,4205.278182,39.31,4.912424494,41.11000061,39.31000137
5/21/2020,75.2,4413.983083,4206.013498,39.6,4.921843336,39.31000137,39.59999847
5/22/2020,75.4,4414.619802,4206.748814,39.93,4.931262179,39.59999847,39.93000031
5/26/2020,75.6,4415.256522,4207.48413,40.31,4.940681022,39.93000031,40.31000137
5/27/2020,75.8,4415.893241,4208.219447,40.25,4.950099864,40.31000137,40.25
5/28/2020,76.06,4416.52996,4208.954763,40.6,4.959518707,40.25,40.59999847
5/29/2020,76.32,4417.16668,4209.690079,39.29,4.968937549,40.59999847,39.29000092
6/1/2020,76.58,4417.803399,4210.425395,40.22,4.978356392,39.29000092,40.22000122
6/2/2020,76.84,4418.440119,4211.160711,38.72,4.987775234,40.22000122,38.72000122
6/3/2020,77.1,4419.076838,4211.896028,37.05,4.997194077,38.72000122,37.04999924
6/4/2020,76.7,4419.713557,4212.631344,39.22,5.006612919,37.04999924,39.22000122
6/5/2020,76.3,4420.350277,4213.36666,40.67,5.016031762,39.22000122,40.66999817
6/8/2020,75.9,4420.986996,4214.101976,39.95,5.025450605,40.66999817,39.95000076
6/9/2020,75.5,4421.623715,4214.837292,41.19,5.034869447,39.95000076,41.18999863
6/10/2020,75.1,4422.260435,4215.572609,40.6,5.04428829,41.18999863,40.59999847
6/11/2020,74.66,4422.897154,4216.307925,39.43,5.053707132,40.59999847,39.43000031
6/12/2020,74.22,4423.533874,4217.043241,40.2,5.063125975,39.43000031,40.20000076
6/15/2020,73.78,4424.170593,4217.778557,41.04,5.072544817,40.20000076,41.04000092
6/16/2020,73.34,4424.807312,4218.513874,40.96,5.08196366,41.04000092,40.95999908
6/17/2020,72.9,4425.444032,4219.24919,40.88,5.091382502,40.95999908,40.88000107
6/18/2020,73.24,4426.080751,4219.984506,40.83,5.100801345,40.88000107,40.83000183
6/19/2020,73.58,4426.71747,4220.719822,41.46,5.110220187,40.83000183,41.45999908
6/22/2020,73.92,4427.35419,4221.455138,40.03,5.11963903,41.45999908,40.02999878
6/23/2020,74.26,4427.990909,4222.190455,40.64,5.129057873,40.02999878,40.63999939
6/24/2020,74.6,4428.627628,4222.925771,39.85,5.138476715,40.63999939,39.84999847
6/25/2020,74.74,4429.264348,4223.661087,38.56,5.147895558,39.84999847,38.56000137
6/26/2020,74.88,4429.901067,4224.396403,39.57,5.1573144,38.56000137,39.56999969
6/29/2020,75.02,4430.537787,4225.131719,37.39,5.166733243,39.56999969,37.38999939
6/30/2020,75.16,4431.174506,4225.867036,36.17,5.176152085,37.38999939,36.16999817
7/1/2020,75.3,4431.811225,4226.602352,35.79,5.185570928,36.16999817,35.79000092
7/2/2020,75.14,4432.447945,4227.337668,36.81,5.19498977,35.79000092,36.81000137
7/3/2020,74.98,4433.084664,4228.072984,37.66,5.204408613,36.81000137,37.65999985
7/6/2020,74.82,4433.721383,4228.8083,39.15,5.213827456,37.65999985,39.15000153
7/7/2020,74.66,4434.358103,4229.543617,38.79,5.223246298,39.15000153,38.79000092
7/8/2020,74.5,4434.994822,4230.278933,37.14,5.232665141,38.79000092,37.13999939
7/9/2020,77.98,4380.873676,4167.777055,39.62,4.432063524,40.90000153,39.61999893
7/10/2020,78.1,4381.510395,4168.512372,40.55,4.441482367,39.61999893,40.54999924
7/13/2020,78.06,4382.147115,4169.247688,40.1,4.450901209,40.54999924,40.09999847
7/14/2020,78.02,4382.783834,4169.983004,40.29,4.460320052,40.09999847,40.29000092
7/15/2020,77.98,4383.420553,4170.71832,41.2,4.469738894,40.29000092,41.20000076
7/16/2020,77.94,4384.057273,4171.453636,40.75,4.479157737,41.20000076,40.75
7/17/2020,77.9,4384.693992,4172.188953,40.59,4.488576579,40.75,40.59000015
7/20/2020,78.22,4385.330711,4172.924269,40.81,4.497995422,40.59000015,40.81000137
7/21/2020,78.54,4385.967431,4173.659585,41.96,4.507414264,40.81000137,41.95999908
7/22/2020,78.86,4386.60415,4174.394901,41.9,4.516833107,41.95999908,41.90000153
7/23/2020,79.18,4387.24087,4175.130217,41.07,4.526251949,41.90000153,41.06999969
7/24/2020,79.5,4387.877589,4175.865534,41.29,4.535670792,41.06999969,41.29000092
7/27/2020,79.52,4388.514308,4176.60085,41.6,4.545089635,41.29000092,41.59999847
7/28/2020,79.54,4389.151028,4177.336166,41.04,4.554508477,41.59999847,41.04000092
7/29/2020,79.56,4389.787747,4178.071482,41.27,4.56392732,41.04000092,41.27000046
7/30/2020,79.58,4390.424466,4178.806798,39.92,4.573346162,41.27000046,39.91999817
7/31/2020,79.6,4391.061186,4179.542115,40.27,4.582765005,39.91999817,40.27000046
8/3/2020,79.88,4391.697905,4180.277431,41.01,4.592183847,40.27000046,41.00999832
8/4/2020,80.16,4392.334625,4181.012747,41.7,4.60160269,41.00999832,41.70000076
8/5/2020,80.44,4392.971344,4181.748063,42.19,4.611021532,41.70000076,42.18999863
8/6/2020,80.72,4393.608063,4182.483379,41.95,4.620440375,42.18999863,41.95000076
8/7/2020,81,4394.244783,4183.218696,41.22,4.629859217,41.95000076,41.22000122
8/10/2020,80.98,4394.881502,4183.954012,41.94,4.63927806,41.22000122,41.93999863
8/11/2020,80.96,4395.518221,4184.689328,41.61,4.648696903,41.93999863,41.61000061
8/12/2020,80.94,4396.154941,4185.424644,42.67,4.658115745,41.61000061,42.66999817
8/13/2020,80.92,4396.79166,4186.15996,42.24,4.667534588,42.66999817,42.24000168
8/14/2020,80.9,4397.428379,4186.895277,42.01,4.67695343,42.24000168,42.00999832
8/17/2020,81.12,4398.065099,4187.630593,42.89,4.686372273,42.00999832,42.88999939
8/18/2020,81.34,4398.701818,4188.365909,42.89,4.695791115,42.88999939,42.88999939
8/19/2020,81.56,4399.338538,4189.101225,42.93,4.705209958,42.88999939,42.93000031
8/20/2020,81.78,4399.975257,4189.836542,42.58,4.7146288,42.93000031,42.58000183
8/21/2020,82,4400.611976,4190.571858,42.34,4.724047643,42.58000183,42.34000015
8/24/2020,80.94,4401.248696,4191.307174,42.62,4.733466486,42.34000015,42.61999893
8/25/2020,79.88,4401.885415,4192.04249,43.35,4.742885328,42.61999893,43.34999847
8/26/2020,78.82,4402.522134,4192.777806,43.39,4.752304171,43.34999847,43.38999939
8/27/2020,77.76,4403.158854,4193.513123,43.04,4.761723013,43.38999939,43.04000092
8/28/2020,76.7,4403.795573,4194.248439,42.97,4.771141856,43.04000092,42.97000122
8/31/2020,75.72,4404.432292,4194.983755,42.61,4.780560698,42.97000122,42.61000061
9/1/2020,74.74,4405.069012,4195.719071,42.76,4.789979541,42.61000061,42.75999832
9/2/2020,73.76,4405.705731,4196.454387,41.51,4.799398383,42.75999832,41.50999832
9/3/2020,72.78,4406.342451,4197.189704,41.37,4.808817226,41.50999832,41.36999893
9/4/2020,71.8,4406.97917,4197.92502,39.77,4.818236068,41.36999893,39.77000046
9/8/2020,72.8,4407.615889,4198.660336,36.76,4.827654911,39.77000046,36.75999832
9/9/2020,73.8,4408.252609,4199.395652,38.05,4.837073754,36.75999832,38.04999924
9/10/2020,74.8,4408.889328,4200.130968,37.3,4.846492596,38.04999924,37.29999924
9/11/2020,75.8,4409.526047,4200.866285,37.33,4.855911439,37.29999924,37.33000183
9/14/2020,75.6,4410.162767,4201.601601,37.26,4.865330281,37.33000183,37.25999832
9/15/2020,75.4,4410.799486,4202.336917,38.28,4.874749124,37.25999832,38.27999878
9/16/2020,75.2,4411.436206,4203.072233,40.16,4.884167966,38.27999878,40.15999985
9/17/2020,75,4412.072925,4203.807549,40.97,4.893586809,40.15999985,40.97000122
9/18/2020,74.8,4412.709644,4204.542866,41.11,4.903005651,40.97000122,41.11000061
9/21/2020,75,4413.346364,4205.278182,39.31,4.912424494,41.11000061,39.31000137
9/22/2020,75.2,4413.983083,4206.013498,39.6,4.921843336,39.31000137,39.59999847
9/23/2020,75.4,4414.619802,4206.748814,39.93,4.931262179,39.59999847,39.93000031
9/24/2020,75.6,4415.256522,4207.48413,40.31,4.940681022,39.93000031,40.31000137
9/25/2020,75.8,4415.893241,4208.219447,40.25,4.950099864,40.31000137,40.25
9/28/2020,76.06,4416.52996,4208.954763,40.6,4.959518707,40.25,40.59999847
9/29/2020,76.32,4417.16668,4209.690079,39.29,4.968937549,40.59999847,39.29000092
9/30/2020,76.58,4417.803399,4210.425395,40.22,4.978356392,39.29000092,40.22000122
10/1/2020,76.84,4418.440119,4211.160711,38.72,4.987775234,40.22000122,38.72000122
10/2/2020,77.1,4419.076838,4211.896028,37.05,4.997194077,38.72000122,37.04999924
10/5/2020,76.7,4419.713557,4212.631344,39.22,5.006612919,37.04999924,39.22000122
10/6/2020,76.3,4420.350277,4213.36666,40.67,5.016031762,39.22000122,40.66999817
10/7/2020,75.9,4420.986996,4214.101976,39.95,5.025450605,40.66999817,39.95000076
10/8/2020,75.5,4421.623715,4214.837292,41.19,5.034869447,39.95000076,41.18999863
10/9/2020,75.1,4422.260435,4215.572609,40.6,5.04428829,41.18999863,40.59999847
10/12/2020,74.66,4422.897154,4216.307925,39.43,5.053707132,40.59999847,39.43000031
10/13/2020,74.22,4423.533874,4217.043241,40.2,5.063125975,39.43000031,40.20000076
10/14/2020,73.78,4424.170593,4217.778557,41.04,5.072544817,40.20000076,41.04000092
10/15/2020,73.34,4424.807312,4218.513874,40.96,5.08196366,41.04000092,40.95999908
10/16/2020,72.9,4425.444032,4219.24919,40.88,5.091382502,40.95999908,40.88000107
10/19/2020,73.24,4426.080751,4219.984506,40.83,5.100801345,40.88000107,40.83000183
10/20/2020,73.58,4426.71747,4220.719822,41.46,5.110220187,40.83000183,41.45999908
10/21/2020,73.92,4427.35419,4221.455138,40.03,5.11963903,41.45999908,40.02999878
10/22/2020,74.26,4427.990909,4222.190455,40.64,5.129057873,40.02999878,40.63999939
10/23/2020,74.6,4428.627628,4222.925771,39.85,5.138476715,40.63999939,39.84999847
10/26/2020,74.74,4429.264348,4223.661087,38.56,5.147895558,39.84999847,38.56000137
10/27/2020,74.88,4429.901067,4224.396403,39.57,5.1573144,38.56000137,39.56999969
10/28/2020,75.02,4430.537787,4225.131719,37.39,5.166733243,39.56999969,37.38999939
10/29/2020,75.16,4431.174506,4225.867036,36.17,5.176152085,37.38999939,36.16999817
10/30/2020,75.3,4431.811225,4226.602352,35.79,5.185570928,36.16999817,35.79000092
11/2/2020,75.14,4432.447945,4227.337668,36.81,5.19498977,35.79000092,36.81000137
11/3/2020,74.98,4433.084664,4228.072984,37.66,5.204408613,36.81000137,37.65999985
11/4/2020,74.82,4433.721383,4228.8083,39.15,5.213827456,37.65999985,39.15000153
11/5/2020,74.66,4434.358103,4229.543617,38.79,5.223246298,39.15000153,38.79000092
