Date,Utilization of Refinery in %,Production,Demand,Contract 1 FP,Global Sale (in millions),Last Day's Price,Price
11/6/2020,74.5,4434.994822,4230.278933,37.14,5.232665141,38.79000092,37.13999939
11/9/2020,75.08,4435.631542,4231.014249,40.29,5.242083983,37.13999939,40.29000092
11/10/2020,75.66,4436.268261,4231.749565,41.36,5.251502826,40.29000092,41.36000061
11/11/2020,76.24,4436.90498,4232.484881,41.45,5.260921668,41.36000061,41.45000076
11/12/2020,76.82,4437.5417,4233.220198,41.12,5.270340511,41.45000076,41.11999893
11/13/2020,77.4,4438.178419,4233.955514,40.13,5.279759353,41.11999893,40.13000107
11/16/2020,77.66,4438.815138,4234.69083,41.34,5.289178196,40.13000107,41.34000015
11/17/2020,77.92,4439.451858,4235.426146,41.43,5.298597038,41.34000015,41.43000031
11/18/2020,78.18,4440.088577,4236.161462,41.82,5.308015881,41.43000031,41.81999969
11/19/2020,78.44,4440.725296,4236.896779,41.74,5.317434724,41.81999969,41.74000168
11/20/2020,78.7,4441.362016,4237.632095,42.15,5.326853566,41.74000168,42.15000153
11/23/2020,78.575,4441.998735,4238.367411,43.06,5.336272409,42.15000153,43.06000137
11/24/2020,78.45,4442.635455,4239.102727,44.91,5.345691251,43.06000137,44.90999985
11/25/2020,78.325,4443.272174,4239.838043,45.71,5.355110094,44.90999985,45.70999908
11/27/2020,78.2,4443.908893,4240.57336,45.525,5.364528936,45.70999908,45.52999878
11/30/2020,78.54,4444.545613,4241.308676,45.34,5.373947779,45.52999878,45.34000015
12/1/2020,78.88,4445.182332,4242.043992,44.55,5.383366621,45.34000015,44.54999924
12/2/2020,79.22,4445.819051,4242.779308,45.28,5.392785464,44.54999924,45.27999878
12/3/2020,79.56,4446.455771,4243.514625,45.64,5.402204306,45.27999878,45.63999939
12/4/2020,79.9,4447.09249,4244.249941,46.26,5.411623149,45.63999939,46.25999832
12/7/2020,79.74,4447.729209,4244.985257,45.76,5.421041992,46.25999832,45.75999832
12/8/2020,79.58,4448.365929,4245.720573,45.6,5.430460834,45.75999832,45.59999847
12/9/2020,79.42,4449.002648,4246.455889,45.52,5.439879677,45.59999847,45.52000046
12/10/2020,79.26,4449.639368,4247.191206,46.78,5.449298519,45.52000046,46.77999878
12/11/2020,79.1,4450.276087,4247.926522,46.57,5.458717362,46.77999878,46.56999969
12/14/2020,78.88,4450.912806,4248.661838,46.99,5.468136204,46.56999969,46.99000168
12/15/2020,78.66,4451.549526,4249.397154,47.62,5.477555047,46.99000168,47.61999893
12/16/2020,78.44,4452.186245,4250.13247,47.82,5.486973889,47.61999893,47.81999969
12/17/2020,78.22,4452.822964,4250.867787,48.36,5.496392732,47.81999969,48.36000061
12/18/2020,78,4453.459684,4251.603103,49.1,5.505811575,48.36000061,49.09999847
12/21/2020,78.28,4454.096403,4252.338419,47.74,5.515230417,49.09999847,47.74000168
12/22/2020,78.56,4454.733123,4253.073735,47.02,5.52464926,47.74000168,47.02000046
12/23/2020,78.84,4455.369842,4253.809051,48.12,5.534068102,47.02000046,48.11999893
12/24/2020,79.12,4456.006561,4254.544368,48.23,5.543486945,48.11999893,48.22999954
12/25/2020,79.4,4456.643281,4255.279684,47.925,5.552905787,48.22999954,47.92499924
12/28/2020,79.66,4457.28,4256.015,47.62,5.56232463,47.92499924,47.61999893
12/29/2020,79.92,4457.916719,4256.750316,48,5.571743472,47.61999893,48
12/30/2020,80.18,4458.553439,4257.485632,48.4,5.581162315,48,48.40000153
12/31/2020,80.44,4459.190158,4258.220949,48.52,5.590581157,48.40000153,48.52000046
1/1/2021,80.7,4459.826877,4258.956265,48.07,5.6,48.52000046,48.06999969
1/4/2021,80.96,4460.463597,4259.691581,47.62,5.6,48.06999969,47.61999893
1/5/2021,81.22,4461.100316,4260.426897,49.93,5.6,47.61999893,49.93000031
1/6/2021,81.48,4461.737036,4261.162213,50.63,5.6,49.93000031,50.63000107
1/7/2021,81.74,4462.373755,4261.89753,50.83,5.6,50.63000107,50.83000183
1/8/2021,82,4463.010474,4262.632846,52.24,5.6,50.83000183,52.24000168
1/11/2021,82.1,4463.647194,4263.368162,52.25,5.6,52.24000168,52.25
1/12/2021,82.2,4464.283913,4264.103478,53.21,5.6,52.25,53.20999908
1/13/2021,82.3,4464.920632,4264.838794,52.91,5.6,53.20999908,52.90999985
1/14/2021,82.4,4465.557352,4265.574111,53.57,5.6,52.90999985,53.56999969
1/15/2021,82.5,4466.194071,4266.309427,52.36,5.6,53.56999969,52.36000061
1/19/2021,82.3,4466.830791,4267.044743,52.98,5.6,52.36000061,52.97999954
1/20/2021,82.1,4467.46751,4267.780059,53.24,5.6,52.97999954,53.24000168
1/21/2021,81.9,4468.104229,4268.515375,53.13,5.6,53.24000168,53.13000107
1/22/2021,81.7,4468.740949,4269.250692,52.27,5.6,53.13000107,52.27000046
1/25/2021,81.82,4469.377668,4269.986008,52.77,5.6,52.27000046,52.77000046
1/26/2021,81.94,4470.014387,4270.721324,52.61,5.6,52.77000046,52.61000061
1/27/2021,82.06,4470.651107,4271.45664,52.85,5.6,52.61000061,52.84999847
1/28/2021,82.18,4471.287826,4272.191957,52.34,5.6,52.84999847,52.34000015
1/29/2021,82.3,4471.924545,4272.927273,52.2,5.6,52.34000015,52.20000076
2/1/2021,82.44,4472.561265,4273.662589,53.55,5.6,52.20000076,53.54999924
2/2/2021,82.58,4473.197984,4274.397905,54.76,5.6,53.54999924,54.75999832
2/3/2021,82.72,4473.834704,4275.133221,55.69,5.6,54.75999832,55.68999863
2/4/2021,82.86,4474.471423,4275.868538,56.23,5.6,55.68999863,56.22999954
2/5/2021,83,4475.108142,4276.603854,56.85,5.6,56.22999954,56.84999847
2/8/2021,83.02,4475.744862,4277.33917,57.97,5.6,56.84999847,57.97000122
2/9/2021,83.04,4476.381581,4278.074486,58.36,5.6,57.97000122,58.36000061
2/10/2021,83.06,4477.0183,4278.809802,58.68,5.6,58.36000061,58.68000031
2/11/2021,83.08,4477.65502,4279.545119,58.24,5.6,58.68000031,58.24000168
2/12/2021,83.1,4478.291739,4280.280435,59.47,5.6,58.24000168,59.47000122
2/16/2021,79.475,4478.928458,4281.015751,60.05,5.6,59.47000122,60.04999924
2/17/2021,75.85,4479.565178,4281.751067,61.14,5.6,60.04999924,61.13999939
2/18/2021,72.225,4480.201897,4282.486383,60.52,5.6,61.13999939,60.52000046
2/19/2021,68.6,4480.838617,4283.2217,59.24,5.6,60.52000046,59.24000168
2/22/2021,66.08,4481.475336,4283.957016,61.49,5.6,59.24000168,61.49000168
2/23/2021,63.56,4482.112055,4284.692332,61.67,5.6,61.49000168,61.66999817
2/24/2021,61.04,4482.748775,4285.427648,63.22,5.6,61.66999817,63.22000122
2/25/2021,58.52,4483.385494,4286.162964,63.53,5.6,63.22000122,63.52999878
2/26/2021,56,4484.022213,4286.898281,61.5,5.6,63.52999878,61.5
3/1/2021,58.6,4484.658933,4287.633597,60.64,5.6,61.5,60.63999939
3/2/2021,61.2,4485.295652,4288.368913,59.75,5.6,60.63999939,59.75
3/3/2021,63.8,4485.932372,4289.104229,61.28,5.6,59.75,61.27999878
3/4/2021,66.4,4486.569091,4289.839545,63.83,5.6,61.27999878,63.83000183
3/5/2021,69,4487.20581,4290.574862,66.09,5.6,63.83000183,66.08999634
3/8/2021,70.42,4487.84253,4291.310178,65.05,5.6,66.08999634,65.05000305
3/9/2021,71.84,4488.479249,4292.045494,64.01,5.6,65.05000305,64.01000214
3/10/2021,73.26,4489.115968,4292.78081,64.44,5.6,64.01000214,64.44000244
3/11/2021,74.68,4489.752688,4293.516126,66.02,5.6,64.44000244,66.01999664
3/12/2021,76.1,4490.389407,4294.251443,65.61,5.6,66.01999664,65.61000061
3/15/2021,77.2,4491.026126,4294.986759,65.39,5.6,65.61000061,65.38999939
3/16/2021,78.3,4491.662846,4295.722075,64.8,5.6,65.38999939,64.80000305
3/17/2021,79.4,4492.299565,4296.457391,64.6,5.6,64.80000305,64.59999847
3/18/2021,80.5,4492.936285,4297.192708,60,5.6,64.59999847,60
3/19/2021,81.6,4493.573004,4297.928024,61.42,5.6,60,61.41999817
3/22/2021,82.06,4494.209723,4298.66334,61.55,5.6,61.41999817,61.54999924
3/23/2021,82.52,4494.846443,4299.398656,57.76,5.6,61.54999924,57.75999832
3/24/2021,82.98,4495.483162,4300.133972,61.18,5.6,57.75999832,61.18000031
3/25/2021,83.44,4496.119881,4300.869289,58.56,5.6,61.18000031,58.56000137
3/26/2021,83.9,4496.756601,4301.604605,60.97,5.6,58.56000137,60.97000122
3/29/2021,83.92,4497.39332,4302.339921,61.56,5.6,60.97000122,61.56000137
3/30/2021,83.94,4498.03004,4303.075237,60.55,5.6,61.56000137,60.54999924
3/31/2021,83.96,4498.666759,4303.810553,59.16,5.6,60.54999924,59.15999985
4/1/2021,83.98,4499.303478,4304.54587,61.45,5.6,59.15999985,61.45000076
4/2/2021,84,4499.940198,4305.281186,60.05,5.6,61.45000076,60.05000114
4/5/2021,84.2,4500.576917,4306.016502,58.65,5.6,60.05000114,58.65000153
4/6/2021,84.4,4501.213636,4306.751818,59.33,5.6,58.65000153,59.33000183
4/7/2021,84.6,4501.850356,4307.487134,59.77,5.6,59.33000183,59.77000046
4/8/2021,84.8,4502.487075,4308.222451,59.6,5.6,59.77000046,59.59999847
4/9/2021,85,4503.123794,4308.957767,59.32,5.6,59.59999847,59.31999969
4/12/2021,85,4503.760514,4309.693083,59.7,5.6,59.31999969,59.70000076
4/13/2021,85,4504.397233,4310.428399,60.18,5.6,59.70000076,60.18000031
4/14/2021,85,4505.033953,4311.163715,63.15,5.6,60.18000031,63.15000153
4/15/2021,85,4505.670672,4311.899032,63.46,5.6,63.15000153,63.45999908
4/16/2021,85,4506.307391,4312.634348,63.13,5.6,63.45999908,63.13000107
4/19/2021,85.08,4506.944111,4313.369664,63.38,5.6,63.13000107,63.38000107
4/20/2021,85.16,4507.58083,4314.10498,62.44,5.6,63.38000107,62.43999863
4/21/2021,85.24,4508.217549,4314.840296,61.35,5.6,62.43999863,61.34999847
4/22/2021,85.32,4508.854269,4315.575613,61.43,5.6,61.34999847,61.43000031
4/23/2021,85.4,4509.490988,4316.310929,62.14,5.6,61.43000031,62.13999939
4/26/2021,85.62,4510.127708,4317.046245,61.91,5.6,62.13999939,61.90999985
4/27/2021,85.84,4510.764427,4317.781561,62.94,5.6,61.90999985,62.93999863
4/28/2021,86.06,4511.401146,4318.516877,63.86,5.6,62.93999863,63.86000061
4/29/2021,86.28,4512.037866,4319.252194,65.01,5.6,63.86000061,65.01000214
4/30/2021,86.5,4512.674585,4319.98751,63.58,5.6,65.01000214,63.58000183
5/3/2021,86.42,4513.311304,4320.722826,64.49,5.6,63.58000183,64.48999786
5/4/2021,86.34,4513.948024,4321.458142,65.69,5.6,64.48999786,65.69000244
5/5/2021,86.26,4514.584743,4322.193458,65.63,5.6,65.69000244,65.62999725
5/6/2021,86.18,4515.221462,4322.928775,64.71,5.6,65.62999725,64.70999908
5/7/2021,86.1,4515.858182,4323.664091,64.9,5.6,64.70999908,64.90000153
5/10/2021,86.14,4516.494901,4324.399407,64.92,5.6,64.90000153,64.91999817
5/11/2021,86.18,4517.131621,4325.134723,65.28,5.6,64.91999817,65.27999878
5/12/2021,86.22,4517.76834,4325.87004,66.08,5.6,65.27999878,66.08000183
5/13/2021,86.26,4518.405059,4326.605356,63.82,5.6,66.08000183,63.81999969
5/14/2021,86.3,4519.041779,4327.340672,65.37,5.6,63.81999969,65.37000275
5/17/2021,86.44,4519.678498,4328.075988,66.27,5.6,65.37000275,66.26999664
5/18/2021,86.58,4520.315217,4328.811304,65.49,5.6,66.26999664,65.48999786
5/19/2021,86.72,4520.951937,4329.546621,63.36,5.6,65.48999786,63.36000061
5/20/2021,86.86,4521.588656,4330.281937,62.05,5.6,63.36000061,62.04999924
5/21/2021,87,4522.225375,4331.017253,63.58,5.6,62.04999924,63.58000183
5/24/2021,87.34,4522.862095,4331.752569,66.05,5.6,63.58000183,66.05000305
5/25/2021,87.68,4523.498814,4332.487885,66.07,5.6,66.05000305,66.06999969
5/26/2021,88.02,4524.135534,4333.223202,66.21,5.6,66.06999969,66.20999908
5/27/2021,88.36,4524.772253,4333.958518,66.85,5.6,66.20999908,66.84999847
5/28/2021,88.7,4525.408972,4334.693834,66.32,5.6,66.84999847,66.31999969
6/1/2021,89.35,4526.045692,4335.42915,67.72,5.6,66.31999969,67.72000122
6/2/2021,90,4526.682411,4336.164466,68.83,5.6,67.72000122,68.83000183
6/3/2021,90.65,4527.31913,4336.899783,68.81,5.6,68.83000183,68.80999756
6/4/2021,91.3,4527.95585,4337.635099,69.62,5.6,68.80999756,69.62000275
6/7/2021,91.56,4528.592569,4338.370415,69.23,5.6,69.62000275,69.23000336
6/8/2021,91.82,4529.229289,4339.105731,70.05,5.6,69.23000336,70.05000305
6/9/2021,92.08,4529.866008,4339.841047,69.96,5.6,70.05000305,69.95999908
6/10/2021,92.34,4530.502727,4340.576364,70.29,5.6,69.95999908,70.29000092
6/11/2021,92.6,4531.139447,4341.31168,70.91,5.6,70.29000092,70.91000366
6/14/2021,92.52,4531.776166,4342.046996,70.88,5.6,70.91000366,70.87999725
6/15/2021,92.44,4532.412885,4342.782312,72.12,5.6,70.87999725,72.12000275
6/16/2021,92.36,4533.049605,4343.517628,72.15,5.6,72.12000275,72.15000153
6/17/2021,92.28,4533.686324,4344.252945,71.04,5.6,72.15000153,71.04000092
6/18/2021,92.2,4534.323043,4344.988261,71.64,5.6,71.04000092,71.63999939
6/21/2021,92.34,4534.959763,4345.723577,73.66,5.6,71.63999939,73.66000366
6/22/2021,92.48,4535.596482,4346.458893,73.06,5.6,73.66000366,73.05999756
6/23/2021,92.62,4536.233202,4347.194209,73.08,5.6,73.05999756,73.08000183
6/24/2021,92.76,4536.869921,4347.929526,73.3,5.6,73.08000183,73.30000305
6/25/2021,92.9,4537.50664,4348.664842,74.05,5.6,73.30000305,74.05000305
6/28/2021,92.76,4538.14336,4349.400158,72.91,5.6,74.05000305,72.91000366
6/29/2021,92.62,4538.780079,4350.135474,72.98,5.6,72.91000366,72.98000336
6/30/2021,92.48,4539.416798,4350.870791,73.47,5.6,72.98000336,73.47000122
7/1/2021,92.34,4540.053518,4351.606107,75.23,5.6,73.47000122,75.23000336
7/2/2021,92.2,4540.690237,4352.341423,75.16,5.6,75.23000336,75.16000366
7/6/2021,92.1,4541.326957,4353.076739,73.37,5.6,75.16000366,73.37000275
7/7/2021,92,4541.963676,4353.812055,72.2,5.6,73.37000275,72.19999695
7/8/2021,91.9,4542.600395,4354.547372,72.94,5.6,72.19999695,72.94000244
7/9/2021,91.8,4543.237115,4355.282688,74.56,5.6,72.94000244,74.55999756
7/12/2021,91.72,4543.873834,4356.018004,74.1,5.6,74.55999756,74.09999847
7/13/2021,91.64,4544.510553,4356.75332,75.25,5.6,74.09999847,75.25
7/14/2021,91.56,4545.147273,4357.488636,73.13,5.6,75.25,73.12999725
7/15/2021,91.48,4545.783992,4358.223953,71.65,5.6,73.12999725,71.65000153
7/16/2021,91.4,4546.420711,4358.959269,71.81,5.6,71.65000153,71.80999756
7/19/2021,91.34,4547.057431,4359.694585,66.42,5.6,71.80999756,66.41999817
7/20/2021,91.28,4547.69415,4360.429901,67.42,5.6,66.41999817,67.41999817
7/21/2021,91.22,4548.33087,4361.165217,70.3,5.6,67.41999817,70.30000305
7/22/2021,91.16,4548.967589,4361.900534,71.91,5.6,70.30000305,71.91000366
7/23/2021,91.1,4549.604308,4362.63585,72.07,5.6,71.91000366,72.06999969
7/26/2021,91.14,4550.241028,4363.371166,71.91,5.6,72.06999969,71.91000366
7/27/2021,91.18,4550.877747,4364.106482,71.65,5.6,71.91000366,71.65000153
7/28/2021,91.22,4551.514466,4364.841798,72.39,5.6,71.65000153,72.38999939
7/29/2021,91.26,4552.151186,4365.577115,73.62,5.6,72.38999939,73.62000275
7/30/2021,91.3,4552.787905,4366.312431,73.95,5.6,73.62000275,73.94999695
8/2/2021,91.4,4553.424625,4367.047747,71.26,5.6,73.94999695,71.26000214
8/3/2021,91.5,4554.061344,4367.783063,70.56,5.6,71.26000214,70.55999756
8/4/2021,91.6,4554.698063,4368.518379,68.15,5.6,70.55999756,68.15000153
8/5/2021,91.7,4555.334783,4369.253696,69.09,5.6,68.15000153,69.08999634
8/6/2021,91.8,4555.971502,4369.989012,68.28,5.6,69.08999634,68.27999878
8/9/2021,91.88,4556.608221,4370.724328,66.48,5.6,68.27999878,66.48000336
8/10/2021,91.96,4557.244941,4371.459644,68.29,5.6,66.48000336,68.29000092
8/11/2021,92.04,4557.88166,4372.19496,69.25,5.6,68.29000092,69.25
8/12/2021,92.12,4558.518379,4372.930277,69.09,5.6,69.25,69.08999634
8/13/2021,92.2,4559.155099,4373.665593,68.44,5.6,69.08999634,68.44000244
8/16/2021,92.24,4559.791818,4374.400909,67.29,5.6,68.44000244,67.29000092
8/17/2021,92.28,4560.428538,4375.136225,66.59,5.6,67.29000092,66.58999634
8/18/2021,92.32,4561.065257,4375.871542,65.46,5.6,66.58999634,65.45999908
8/19/2021,92.36,4561.701976,4376.606858,63.69,5.6,65.45999908,63.68999863
8/20/2021,92.4,4562.338696,4377.342174,62.32,5.6,63.68999863,62.31999969
8/23/2021,92.18,4562.975415,4378.07749,65.64,5.6,62.31999969,65.63999939
8/24/2021,91.96,4563.612134,4378.812806,67.54,5.6,65.63999939,67.54000092
8/25/2021,91.74,4564.248854,4379.548123,68.36,5.6,67.54000092,68.36000061
8/26/2021,91.52,4564.885573,4380.283439,67.42,5.6,68.36000061,67.41999817
8/27/2021,91.3,4565.522292,4381.018755,68.74,5.6,67.41999817,68.73999786
8/30/2021,89.42,4566.159012,4381.754071,69.21,5.6,68.73999786,69.20999908
8/31/2021,87.54,4566.795731,4382.489387,68.5,5.6,69.20999908,68.5
9/1/2021,85.66,4567.432451,4383.224704,68.59,5.6,68.5,68.58999634
9/2/2021,83.78,4568.06917,4383.96002,69.99,5.6,68.58999634,69.98999786
9/3/2021,81.9,4568.705889,4384.695336,69.29,5.6,69.98999786,69.29000092
9/7/2021,81.95,4569.342609,4385.430652,68.35,5.6,69.29000092,68.34999847
9/8/2021,82,4569.979328,4386.165968,69.3,5.6,68.34999847,69.30000305
9/9/2021,82.05,4570.616047,4386.901285,68.14,5.6,69.30000305,68.13999939
9/10/2021,82.1,4571.252767,4387.636601,69.72,5.6,68.13999939,69.72000122
9/13/2021,83.18,4571.889486,4388.371917,70.45,5.6,69.72000122,70.44999695
9/14/2021,84.26,4572.526206,4389.107233,70.46,5.6,70.44999695,70.45999908
9/15/2021,85.34,4573.162925,4389.842549,72.61,5.6,70.45999908,72.61000061
9/16/2021,86.42,4573.799644,4390.577866,72.61,5.6,72.61000061,72.61000061
9/17/2021,87.5,4574.436364,4391.313182,71.97,5.6,72.61000061,71.97000122
9/20/2021,87.62,4575.073083,4392.048498,70.29,5.6,71.97000122,70.29000092
9/21/2021,87.74,4575.709802,4392.783814,70.56,5.6,70.29000092,70.55999756
9/22/2021,87.86,4576.346522,4393.51913,72.23,5.6,70.55999756,72.23000336
9/23/2021,87.98,4576.983241,4394.254447,73.3,5.6,72.23000336,73.30000305
9/24/2021,88.1,4577.61996,4394.989763,73.98,5.6,73.30000305,73.98000336
9/27/2021,88.4,4578.25668,4395.725079,75.45,5.6,73.98000336,75.44999695
9/28/2021,88.7,4578.893399,4396.460395,75.29,5.6,75.44999695,75.29000092
9/29/2021,89,4579.530119,4397.195711,74.83,5.6,75.29000092,74.83000183
9/30/2021,89.3,4580.166838,4397.931028,75.03,5.6,74.83000183,75.02999878
10/1/2021,89.6,4580.803557,4398.666344,75.88,5.6,75.02999878,75.87999725
10/4/2021,89.02,4581.440277,4399.40166,77.62,5.6,75.87999725,77.62000275
10/5/2021,88.44,4582.076996,4400.136976,78.93,5.6,77.62000275,78.93000031
10/6/2021,87.86,4582.713715,4400.872292,77.43,5.6,78.93000031,77.43000031
10/7/2021,87.28,4583.350435,4401.607609,78.3,5.6,77.43000031,78.30000305
10/8/2021,86.7,4583.987154,4402.342925,79.35,5.6,78.30000305,79.34999847
10/11/2021,86.3,4584.623874,4403.078241,80.52,5.6,79.34999847,80.51999664
10/12/2021,85.9,4585.260593,4403.813557,80.64,5.6,80.51999664,80.63999939
10/13/2021,85.5,4585.897312,4404.548874,80.44,5.6,80.63999939,80.44000244
10/14/2021,85.1,4586.534032,4405.28419,81.31,5.6,80.44000244,81.30999756
10/15/2021,84.7,4587.170751,4406.019506,82.28,5.6,81.30999756,82.27999878
10/18/2021,84.78,4587.80747,4406.754822,82.44,5.6,82.27999878,82.44000244
10/19/2021,84.86,4588.44419,4407.490138,82.96,5.6,82.44000244,82.95999908
10/20/2021,84.94,4589.080909,4408.225455,83.87,5.6,82.95999908,83.87000275
10/21/2021,85.02,4589.717628,4408.960771,82.5,5.6,83.87000275,82.5
10/22/2021,85.1,4590.354348,4409.696087,83.76,5.6,82.5,83.76000214
10/25/2021,85.34,4590.991067,4410.431403,83.76,5.6,83.76000214,83.76000214
10/26/2021,85.58,4591.627787,4411.166719,84.65,5.6,83.76000214,84.65000153
10/27/2021,85.82,4592.264506,4411.902036,82.66,5.6,84.65000153,82.66000366
10/28/2021,86.06,4592.901225,4412.637352,82.81,5.6,82.66000366,82.80999756
10/29/2021,86.3,4593.537945,4413.372668,83.57,5.6,82.80999756,83.56999969
11/1/2021,86.38,4594.174664,4414.107984,84.05,5.6,83.56999969,84.05000305
11/2/2021,86.46,4594.811383,4414.8433,83.91,5.6,84.05000305,83.91000366
11/3/2021,86.54,4595.448103,4415.578617,80.86,5.6,83.91000366,80.86000061
11/4/2021,86.62,4596.084822,4416.313933,78.81,5.6,80.86000061,78.80999756
11/5/2021,86.7,4596.721542,4417.049249,81.27,5.6,78.80999756,81.26999664
11/8/2021,86.94,4597.358261,4417.784565,81.93,5.6,81.26999664,81.93000031
11/9/2021,87.18,4597.99498,4418.519881,84.15,5.6,81.93000031,84.15000153
11/10/2021,87.42,4598.6317,4419.255198,81.34,5.6,84.15000153,81.33999634
11/11/2021,87.66,4599.268419,4419.990514,81.59,5.6,81.33999634,81.58999634
11/12/2021,87.9,4599.905138,4420.72583,80.79,5.6,81.58999634,80.79000092
11/15/2021,88.04,4600.541858,4421.461146,80.88,5.6,80.79000092,80.87999725
11/16/2021,88.18,4601.178577,4422.196462,80.76,5.6,80.87999725,80.76000214
11/17/2021,88.32,4601.815296,4422.931779,78.36,5.6,80.76000214,78.36000061
11/18/2021,88.46,4602.452016,4423.667095,79.01,5.6,78.36000061,79.01000214
11/19/2021,88.6,4603.088735,4424.402411,76.1,5.6,79.01000214,76.09999847
11/22/2021,88.64,4603.725455,4425.137727,76.75,5.6,76.09999847,76.75
11/23/2021,88.68,4604.362174,4425.873043,78.5,5.6,76.75,78.5
11/24/2021,88.72,4604.998893,4426.60836,78.39,5.6,78.5,78.38999939
11/25/2021,88.76,4605.635613,4427.343676,75.57666667,5.6,78.38999939,78.02999878
11/26/2021,85.56,4606.272332,4428.078992,72.76333333,5.6,78.02999878,68.15000153
11/29/2021,91.66,4606.909051,4428.814308,69.95,5.6,68.15000153,69.94999695
11/30/2021,83.44,4607.545771,4429.549625,66.18,5.6,69.94999695,66.18000031
12/1/2021,85.15,4608.18249,4430.284941,66.18,5.6,66.18000031,65.56999969
12/2/2021,94.96,4608.819209,4431.020257,66.18,5.6,65.56999969,66.5
12/3/2021,91.5,4609.455929,4431.755573,66.18,5.6,66.5,66.26000214
12/6/2021,98.1,4610.092648,4432.490889,66.18,5.6,66.26000214,69.48999786
12/7/2021,78.66,4610.729368,4433.226206,66.18,5.6,69.48999786,72.05000305
12/8/2021,78.8,4611.366087,4433.961522,66.18,5.6,72.05000305,72.36000061
12/9/2021,87.44,4612.002806,4434.696838,66.18,5.6,72.36000061,70.94000244
12/10/2021,94.44,4612.639526,4435.432154,66.18,5.6,70.94000244,71.66999817
12/13/2021,93.72,4613.276245,4436.16747,66.18,5.6,71.66999817,71.29000092
12/14/2021,95.34,4613.912964,4436.902787,66.18,5.6,71.29000092,70.73000336
12/15/2021,88.275,4614.549684,4437.638103,66.18,5.6,70.73000336,70.87000275
12/16/2021,89.12,4615.186403,4438.373419,66.18,5.6,70.87000275,72.37999725
12/17/2021,72.225,4615.823123,4439.108735,66.18,5.6,72.37999725,70.86000061
12/20/2021,84.74,4616.459842,4439.844051,66.18,5.6,70.86000061,68.23000336
12/21/2021,91.28,4617.096561,4440.579368,66.18,5.6,68.23000336,71.12000275
12/22/2021,80.44,4617.733281,4441.314684,66.18,5.6,71.12000275,72.76000214
12/23/2021,76.3,4618.37,4442.05,66.18,5.6,72.76000214,73.79000092
12/24/2021,92.9,4593.703794,4432.276935,57.24,1.662202121,59.24000168,54.06000137
12/25/2021,92.36,4533.483241,4411.966745,38.56,1.9634136,72.06999969,61.79000092
12/26/2021,92.6,4606.082471,4213.36666,45.64,2.416380699,61.93999863,52.27999878
12/27/2021,92.6,4590.991067,4349.400158,66.17,5.053707132,66.05000305,52.25
12/28/2021,90.58,4601.178577,4438.408046,54.07,3.091304309,42.66999817,56.83000183
12/29/2021,90.7,4520.450435,4287.633597,55.33,2.468485466,61.79000092,66.41999817
12/30/2021,91,4541.123162,4351.438118,53.95,2.864500725,59.77000046,41.45000076
12/31/2021,74.8,4576.983241,4450.564559,61.68,5.6,53.20000076,59.20000076
1/1/2022,91.52,4578.87336,4282.486383,63.15,1.551040741,62.56999969,61.11000061
1/2/2022,91.22,4617.64567,4289.104229,56.09,2.357061427,57.40000153,53.36000061
1/3/2022,83.1,4435.631542,4175.865534,46.78,2.401951687,42.18999863,43.04000092
1/4/2022,94.2,4543.819605,4197.189704,56.59,5.383366621,69.51000214,55.97000122
1/5/2022,81.22,4512.361107,4222.190455,68.96,2.29613893,43.22999954,52.04999924
1/6/2022,86.56,4618.162529,4439.887969,54.06,2.997914598,66.08999634,60.43000031
1/7/2022,88.8,4456.175137,4299.398656,75.25,3.518435797,49.50999832,45.97500038
1/8/2022,87.86,4504.044706,4225.131719,65.01,2.71240891,73.05999756,73.94999695
1/9/2022,86.2,4618.067893,4451.310353,52.33,1.651444568,51.88000107,59.47000122
1/10/2022,92.34,4572.526206,4429.211379,56.09,1.400435002,40.15999985,52.18000031
1/11/2022,74.74,4434.994822,4353.812055,67.25,5.147895558,51.59000015,67.38999939
1/12/2022,78.54,4299.969176,4364.348,50.55,2.473295137,74.33000183,50.83000183
1/13/2022,89.3,4441.998735,4228.072984,63.08,5.6,57.22000122,53.79999924
1/14/2022,85.7,4356.656824,4393.51913,55.91,3.311221261,72.61000061,41.74000168
1/15/2022,98.1,4618.533793,4203.072233,53.01,5.6,66.20999908,42.61999893
1/16/2022,87.98,4585.260593,4250.052667,41.61,5.6,49.70999908,45.33000183
1/17/2022,92.5,4436.268261,4425.830237,47.62,2.106847638,64.73000336,82.95999908
1/18/2022,90.1,4323.568933,4426.535652,57.23,5.6,82.95999908,73.16999817
1/19/2022,92.08,4548.135098,4304.54587,52.28,4.893586809,52.95000076,56.20000076
1/20/2022,95.9,4525.393913,4448.133257,41.82,2.808466899,67.3,66.48000336
1/21/2022,86.48,4402.006941,4094.245435,54.17,2.474096748,53.47999954,68.58999634
1/22/2022,96.6,4398.701818,4449.296054,57.23,3.301802418,57.13999939,50.75
1/23/2022,92.08,4478.291739,4327.226667,48.04,2.494938655,65.06999969,42.00999832
1/24/2022,89.22,4511.9117,4420.578814,58.09,1.386091598,41.29000092,51.70000076
1/25/2022,75.14,4603.590751,4434.66498,59.32,2.092504234,81.58999634,47.22999954
1/26/2022,89,4542.920791,4372.19496,51.36,5.6,48.06999969,84.15000153
